Id,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,Industry,Website,Exchange
874,DDMX,DD3 Acquisition Corp.,10,$72.23M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ddmx,NASDAQ
875,DDMXU,DD3 Acquisition Corp.,10.22,$73.82M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ddmxu,NASDAQ
876,DDMXW,DD3 Acquisition Corp.,0.3,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/ddmxw,NASDAQ
877,DCPH,"Deciphera Pharmaceuticals, Inc.",23.06,$880.64M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dcph,NASDAQ
878,DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",6.6,$220.55M,2012,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dfrg,NASDAQ
879,TACO,"Del Taco Restaurants, Inc.",11.34,$416.69M,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/taco,NASDAQ
880,TACOW,"Del Taco Restaurants, Inc.",1.55,n/a,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/tacow,NASDAQ
881,DMPI,"DelMar Pharmaceuticals, Inc.",1.6,$6.12M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dmpi,NASDAQ
882,DNLI,Denali Therapeutics Inc.,19.55,$1.87B,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/dnli,NASDAQ
883,DENN,Denny&#39;s Corporation,20.83,$1.26B,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/denn,NASDAQ
884,XRAY,DENTSPLY SIRONA Inc.,56.66,$13.26B,1987,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/xray,NASDAQ
885,DERM,"Dermira, Inc.",9.91,$531.85M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/derm,NASDAQ
886,DEST,Destination Maternity Corporation,1,$14.34M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dest,NASDAQ
887,DXLG,"Destination XL Group, Inc.",1.73,$86.27M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dxlg,NASDAQ
888,DSWL,"Deswell Industries, Inc.",2.87,$45.59M,1995,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/dswl,NASDAQ
889,DXCM,"DexCom, Inc.",150.34,$13.69B,2005,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/dxcm,NASDAQ
890,DFBH,DFB Healthcare Acquisitions Corp.,10.071,$314.72M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/dfbh,NASDAQ
891,DFBHU,DFB Healthcare Acquisitions Corp.,10.4747,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/dfbhu,NASDAQ
892,DFBHW,DFB Healthcare Acquisitions Corp.,1.25,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/dfbhw,NASDAQ
893,DHXM,DHX Media Ltd.,1.37,$184.84M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dhxm,NASDAQ
894,DMAC,DiaMedica Therapeutics Inc.,3.68,$44M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dmac,NASDAQ
895,DEACU,Diamond Eagle Acquisition Corp.,10.06,$352.1M,2019,Finance,Business Services,https://www.nasdaq.com/symbol/deacu,NASDAQ
896,DHIL,"Diamond Hill Investment Group, Inc.",139.6,$487.87M,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/dhil,NASDAQ
897,FANG,"Diamondback Energy, Inc.",101.58,$16.73B,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/fang,NASDAQ
898,DPHC,DiamondPeak Holdings Corp.,9.81,$343.35M,2019,Finance,Business Services,https://www.nasdaq.com/symbol/dphc,NASDAQ
899,DPHCU,DiamondPeak Holdings Corp.,10.04,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/dphcu,NASDAQ
900,DPHCW,DiamondPeak Holdings Corp.,0.78,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/dphcw,NASDAQ
901,DRNA,"Dicerna Pharmaceuticals, Inc.",15.84,$1.08B,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/drna,NASDAQ
902,DFFN,Diffusion Pharmaceuticals Inc.,2.91,$13.67M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dffn,NASDAQ
903,DGII,Digi International Inc.,11.61,$325.77M,1989,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/dgii,NASDAQ
904,DMRC,Digimarc Corporation,51.37,$623.01M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/dmrc,NASDAQ
905,DRAD,Digirad Corporation,7.15,$14.52M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/drad,NASDAQ
906,DGLY,"Digital Ally, Inc.",2.9,$33.15M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/dgly,NASDAQ
907,APPS,"Digital Turbine, Inc.",4.5,$367.58M,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/apps,NASDAQ
908,DCOM,"Dime Community Bancshares, Inc.",18.28,$659.11M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/dcom,NASDAQ
909,DIOD,Diodes Incorporated,32.35,$1.64B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/diod,NASDAQ
910,DISCA,"Discovery, Inc.",29.52,$15.5B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/disca,NASDAQ
911,DISCB,"Discovery, Inc.",32,$16.8B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/discb,NASDAQ
912,DISCK,"Discovery, Inc.",27.2,$14.28B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/disck,NASDAQ
913,DISH,DISH Network Corporation,38.99,$18.32B,1995,Consumer Services,Television Services,https://www.nasdaq.com/symbol/dish,NASDAQ
914,DVCR,Diversicare Healthcare Services Inc.,2.47,$16.51M,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/dvcr,NASDAQ
915,SAUC,"Diversified Restaurant Holdings, Inc.",0.833,$27.67M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/sauc,NASDAQ
916,DLHC,DLH Holdings Corp.,4.8,$57.77M,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/dlhc,NASDAQ
917,BOOM,DMC Global Inc.,62.2,$932.09M,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/boom,NASDAQ
918,DNBF,DNB Financial Corp,44.85,$194.25M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/dnbf,NASDAQ
919,DOCU,"DocuSign, Inc.",52.75,$9.17B,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/docu,NASDAQ
920,DOGZ,Dogness (International) Corporation,2.69,$69.71M,2017,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/dogz,NASDAQ
921,DLTR,"Dollar Tree, Inc.",108.13,$25.69B,1995,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/dltr,NASDAQ
922,DLPN,"Dolphin Entertainment, Inc.",1.085,$15.62M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/dlpn,NASDAQ
923,DLPNW,"Dolphin Entertainment, Inc.",0.04,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/dlpnw,NASDAQ
924,DOMO,"Domo, Inc.",30.62,$838.12M,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/domo,NASDAQ
925,DGICA,"Donegal Group, Inc.",14.72,$418.44M,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/dgica,NASDAQ
926,DGICB,"Donegal Group, Inc.",14.5,$412.19M,1986,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/dgicb,NASDAQ
927,DMLP,"Dorchester Minerals, L.P.",18.22,$631.87M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/dmlp,NASDAQ
928,DORM,"Dorman Products, Inc.",84.77,$2.79B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/dorm,NASDAQ
929,DOVA,"Dova Pharmaceuticals, Inc.",8.99,$253.81M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dova,NASDAQ
930,LYL,Dragon Victory International Limited,0.9354,$10.68M,2017,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/lyl,NASDAQ
931,DBX,"Dropbox, Inc.",23.54,$9.68B,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dbx,NASDAQ
932,DCAR,"DropCar, Inc.",1.06,$4.15M,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/dcar,NASDAQ
933,DRYS,DryShips Inc.,3.65,$317.14M,2005,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/drys,NASDAQ
934,DSPG,"DSP Group, Inc.",14.09,$320.05M,1994,Technology,Semiconductors,https://www.nasdaq.com/symbol/dspg,NASDAQ
935,DLTH,Duluth Holdings Inc.,13.69,$447.02M,2015,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dlth,NASDAQ
936,DNKN,"Dunkin&#39; Brands Group, Inc.",80.5,$6.65B,2011,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dnkn,NASDAQ
937,DRRX,DURECT Corporation,0.5126,$83.23M,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/drrx,NASDAQ
938,DXPE,"DXP Enterprises, Inc.",33.77,$594.18M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dxpe,NASDAQ
939,DYAI,"Dyadic International, Inc.",6.24,$167M,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/dyai,NASDAQ
940,DYSL,Dynasil Corporation of America,0.99,$17.37M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dysl,NASDAQ
941,DYNT,Dynatronics Corporation,1.3,$10.94M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/dynt,NASDAQ
942,DVAX,Dynavax Technologies Corporation,4.1,$266.77M,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dvax,NASDAQ
943,ETFC,E*TRADE Financial Corporation,45.17,$11.05B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/etfc,NASDAQ
944,SSP,E.W. Scripps Company (The),15.01,$1.21B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/ssp,NASDAQ
945,EBMT,"Eagle Bancorp Montana, Inc.",16.25,$104.06M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ebmt,NASDAQ
946,EGBN,"Eagle Bancorp, Inc.",54.67,$1.89B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/egbn,NASDAQ
947,EGLE,Eagle Bulk Shipping Inc.,4.76,$348.22M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/egle,NASDAQ
948,EFBI,"Eagle Financial Bancorp, Inc.",15.8,$25.96M,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/efbi,NASDAQ
949,EGRX,"Eagle Pharmaceuticals, Inc.",52.92,$725M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/egrx,NASDAQ
950,EWBC,"East West Bancorp, Inc.",43.62,$6.35B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ewbc,NASDAQ
951,EML,Eastern Company (The),25.9,$161.43M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/eml,NASDAQ
952,EAST,"Eastside Distilling, Inc.",4.18,$38.19M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/east,NASDAQ
953,EVGBC,Eaton Vance NextShares Trust,99.99,$62.49M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evgbc,NASDAQ
954,EVSTC,Eaton Vance NextShares Trust,100.02,$45.01M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evstc,NASDAQ
955,EVFTC,Eaton Vance NextShares Trust II,100.03,$52.52M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evftc,NASDAQ
956,EVLMC,Eaton Vance NextShares Trust II,100.04,$35.01M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evlmc,NASDAQ
957,OKDCC,Eaton Vance NextShares Trust II,99.89,$511.94M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/okdcc,NASDAQ
958,EBAY,eBay Inc.,39.01,$34B,1998,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ebay,NASDAQ
959,EBAYL,eBay Inc.,26.4,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ebayl,NASDAQ
960,EBIX,"Ebix, Inc.",46.65,$1.42B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ebix,NASDAQ
961,ECHO,"Echo Global Logistics, Inc.",19.64,$547.9M,2009,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/echo,NASDAQ
962,SATS,EchoStar Corporation,42.84,$2.06B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/sats,NASDAQ
963,EEI,"Ecology and Environment, Inc.",10.05,$43.37M,1987,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/eei,NASDAQ
964,EDAP,EDAP TMS S.A.,2.65,$76.84M,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/edap,NASDAQ
965,EDSA,"Edesa Biotech, Inc.",3.82,$27.27M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/edsa,NASDAQ
966,EDNT,"Edison Nation, Inc.",2.5348,$16.22M,2018,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/ednt,NASDAQ
967,EDIT,"Editas Medicine, Inc.",22.61,$1.11B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/edit,NASDAQ
968,EDTX,EdtechX Holdings Acquisition Corp.,10.04,$79.38M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/edtx,NASDAQ
969,EDTXU,EdtechX Holdings Acquisition Corp.,10.24,$80.96M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/edtxu,NASDAQ
970,EDTXW,EdtechX Holdings Acquisition Corp.,0.29,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/edtxw,NASDAQ
971,EDUC,Educational Development Corporation,7.61,$62.22M,n/a,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/educ,NASDAQ
972,EGAN,eGain Corporation,8.42,$255.28M,1999,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/egan,NASDAQ
973,EHTH,"eHealth, Inc.",73.36,$1.66B,2006,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/ehth,NASDAQ
974,EIDX,"Eidos Therapeutics, Inc.",32.83,$1.21B,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eidx,NASDAQ
975,EIGR,"Eiger BioPharmaceuticals, Inc.",10.49,$256.33M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/eigr,NASDAQ
976,EKSO,"Ekso Bionics Holdings, Inc.",1.27,$94.41M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ekso,NASDAQ
977,LOCO,"El Pollo Loco Holdings, Inc.",11.06,$425.07M,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/loco,NASDAQ
978,ESLT,Elbit Systems Ltd.,155.05,$6.85B,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/eslt,NASDAQ
979,ERI,"Eldorado Resorts, Inc.",53.18,$4.12B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/eri,NASDAQ
980,SOLO,Electrameccanica Vehicles Corp. Ltd.,2.57,$94.59M,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/solo,NASDAQ
981,SOLOW,Electrameccanica Vehicles Corp. Ltd.,0.4128,n/a,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/solow,NASDAQ
982,ECOR,"electroCore, Inc.",1.98,$58.67M,2018,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ecor,NASDAQ
983,EA,Electronic Arts Inc.,92.44,$27.48B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ea,NASDAQ
984,EFII,"Electronics for Imaging, Inc.",36.85,$1.59B,1992,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/efii,NASDAQ
985,ELSE,"Electro-Sensors, Inc.",3.46,$11.75M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/else,NASDAQ
986,ESBK,Elmira Savings Bank NY (The),16.1,$56.07M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/esbk,NASDAQ
987,ELOX,"Eloxx Pharmaceuticals, Inc.",9.85,$354.85M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/elox,NASDAQ
988,ELTK,Eltek Ltd.,4.31,$18.88M,1997,Technology,Electrical Products,https://www.nasdaq.com/symbol/eltk,NASDAQ
989,EMCI,EMC Insurance Group Inc.,36,$780.06M,1982,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/emci,NASDAQ
990,EMCF,Emclaire Financial Corp,31.19,$84.17M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/emcf,NASDAQ
991,EMKR,EMCORE Corporation,3.47,$99.47M,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/emkr,NASDAQ
992,EMMS,Emmis Communications Corporation,4.45,$58.29M,1994,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/emms,NASDAQ
993,NYNY,"Empire Resorts, Inc.",9.19,$316.26M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/nyny,NASDAQ
994,ENTA,"Enanta Pharmaceuticals, Inc.",89.14,$1.75B,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/enta,NASDAQ
995,ECPG,Encore Capital Group Inc,35.55,$1.1B,n/a,Finance,Finance Companies,https://www.nasdaq.com/symbol/ecpg,NASDAQ
996,WIRE,Encore Wire Corporation,53.3,$1.11B,1992,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/wire,NASDAQ
997,ENDP,Endo International plc,3.91,$872.33M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/endp,NASDAQ
998,ELGX,"Endologix, Inc.",7.66,$128.59M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/elgx,NASDAQ
999,NDRA,ENDRA Life Sciences Inc.,1.54,$11.43M,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ndra,NASDAQ
1000,NDRAW,ENDRA Life Sciences Inc.,0.49,n/a,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ndraw,NASDAQ
1001,EIGI,"Endurance International Group Holdings, Inc.",5.54,$808.62M,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/eigi,NASDAQ
1002,WATT,Energous Corporation,4.17,$126.85M,2014,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/watt,NASDAQ
1003,EFOI,"Energy Focus, Inc.",0.49,$6.04M,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/efoi,NASDAQ
1004,ERII,"Energy Recovery, Inc.",10.21,$556.23M,2008,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/erii,NASDAQ
1005,ENG,ENGlobal Corporation,0.96,$26.31M,n/a,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/eng,NASDAQ
1006,ENLV,Enlivex Therapeutics Ltd.,17.8,$180.02M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/enlv,NASDAQ
1007,ENOB,"Enochian Biosciences, Inc.",5.43,$210.63M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/enob,NASDAQ
1008,ENPH,"Enphase Energy, Inc.",17.75,$2.15B,2012,Technology,Semiconductors,https://www.nasdaq.com/symbol/enph,NASDAQ
1009,ESGR,Enstar Group Limited,173.71,$3.73B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgr,NASDAQ
1010,ESGRO,Enstar Group Limited,25.63,"$112,772 ",n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgro,NASDAQ
1011,ESGRP,Enstar Group Limited,26,"$416,000 ",n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgrp,NASDAQ
1012,ETTX,Entasis Therapeutics Holdings Inc.,6.02,$79.05M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ettx,NASDAQ
1013,ENFC,Entegra Financial Corp.,29.68,$205.36M,2014,Finance,Banks,https://www.nasdaq.com/symbol/enfc,NASDAQ
1014,ENTG,"Entegris, Inc.",35.73,$4.84B,2000,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/entg,NASDAQ
1015,ENTX,Entera Bio Ltd.,3.8,$43.55M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/entx,NASDAQ
1016,ENTXW,Entera Bio Ltd.,0.59,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/entxw,NASDAQ
1017,EBTC,Enterprise Bancorp Inc,28.66,$338.04M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ebtc,NASDAQ
1018,EFSC,Enterprise Financial Services Corporation,40.74,$1.1B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/efsc,NASDAQ
1019,EVSI,"Envision Solar International, Inc.",5.63,$28.77M,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/evsi,NASDAQ
1020,EVSIW,"Envision Solar International, Inc.",1.4,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/evsiw,NASDAQ
1021,EPZM,"Epizyme, Inc.",12.42,$1.13B,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/epzm,NASDAQ
1022,PLUS,ePlus inc.,70.26,$956.26M,1996,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/plus,NASDAQ
1023,EPSN,Epsilon Energy Ltd.,4.17,$114.2M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/epsn,NASDAQ
1024,EQ,"Equillium, Inc.",6.01,$104.43M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eq,NASDAQ
1025,EQIX,"Equinix, Inc.",511.48,$43B,2000,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/eqix,NASDAQ
1026,EQBK,"Equity Bancshares, Inc.",25.48,$401.07M,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/eqbk,NASDAQ
1027,ERIC,Ericsson,9.55,$31.53B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/eric,NASDAQ
1028,ERIE,Erie Indemnity Company,246.19,$12.87B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/erie,NASDAQ
1029,ERYP,Erytech Pharma S.A.,6.93,$124.31M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/eryp,NASDAQ
1030,ESCA,"Escalade, Incorporated",11.15,$161.36M,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/esca,NASDAQ
1031,ESPR,"Esperion Therapeutics, Inc.",51.31,$1.38B,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/espr,NASDAQ
1032,ESQ,"Esquire Financial Holdings, Inc.",24.79,$186.74M,2017,Finance,Commercial Banks,https://www.nasdaq.com/symbol/esq,NASDAQ
