Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Exchange
UUUU.WS,Energy Fuels Inc,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/uuuu.ws,NYSE
ENSV,ENSERVCO Corporation,0.3955,$21.48M,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/ensv,NYSE
EGI,Entree Resources Ltd.,0.3117,$54.51M,2017,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/egi,NYSE
ESP,Espey Mfg. & Electronics Corp.,24.97,$59.95M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/esp,NYSE
EVBN,"Evans Bancorp, Inc.",35.26,$172.19M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/evbn,NYSE
EVI,"EVI Industries, Inc.",36.13,$424.03M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/evi,NYSE
EPM,"Evolution Petroleum Corporation, Inc.",6.4,$212.39M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/epm,NYSE
FEN,First Trust Energy Income and Growth Fund,21.66,$432.86M,2004,n/a,n/a,https://www.nasdaq.com/symbol/fen,NYSE
BDL,"Flanigan&#39;s Enterprises, Inc.",24.11,$44.81M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/bdl,NYSE
FSI,Flexible Solutions International Inc.,4.28,$50.23M,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/fsi,NYSE
FTF,Franklin Limited Duration Income Trust,9.59,$289.03M,2003,n/a,n/a,https://www.nasdaq.com/symbol/ftf,NYSE
FSP,Franklin Street Properties Corp.,7.72,$827.82M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/fsp,NYSE
FRD,Friedman Industries Inc.,6.82,$47.8M,n/a,Capital Goods,Steel/Iron Ore,https://www.nasdaq.com/symbol/frd,NYSE
FTNW,"FTE Networks, Inc.",0.96,$23.6M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ftnw,NYSE
GGN,"GAMCO Global Gold, Natural Reources & Income Trust ",4.42,$602.57M,2005,n/a,n/a,https://www.nasdaq.com/symbol/ggn,NYSE
GGN^B,"GAMCO Global Gold, Natural Reources & Income Trust ",24.31,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ggn^b,NYSE
JOB,GEE Group Inc.,0.94,$11.33M,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/job,NYSE
GMO,"General Moly, Inc",0.36,$43.31M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/gmo,NYSE
GSB,"GlobalSCAPE, Inc.",9.84,$169.43M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/gsb,NYSE
GSAT,"Globalstar, Inc.",0.5534,$802.49M,2006,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/gsat,NYSE
GLOW,"Glowpoint, Inc.",0.865,$4.4M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/glow,NYSE
GORO,Gold Resource Corporation,3.13,$195.34M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/goro,NYSE
GSV,Gold Standard Ventures Corporation,1.04,$270.44M,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/gsv,NYSE
AUMN,Golden Minerals Company,0.265,$25.77M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/aumn,NYSE
GSS,"Golden Star Resources, Ltd",3.51,$382.12M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/gss,NYSE
GV,Goldfield Corporation (The),2.3269,$57.06M,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/gv,NYSE
GDP,Goodrich Petroleum Corporation,11.24,$136.59M,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/gdp,NYSE
GTE,Gran Tierra Energy Inc.,1.93,$745.63M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/gte,NYSE
GPL,Great Panther Mining Limited,0.74,$206.17M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/gpl,NYSE
SIM,"Grupo Simec, S.A. de C.V.",8.23,$1.35B,1993,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/sim,NYSE
HEB,"Hemispherx BioPharma, Inc.",4.8,$10.56M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/heb,NYSE
HEXO,HEXO Corp.,5.51,$1.41B,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/hexo,NYSE
HLM^,Hillman Group Capital Trust,32.16,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hlm^,NYSE
HMG,"HMG/Courtland Properties, Inc.",13.39,$13.57M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/hmg,NYSE
HUSA,Houston American Energy Corporation,0.2219,$13.87M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/husa,NYSE
IBIO,"iBio, Inc.",0.83,$16.35M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ibio,NYSE
IBO,IBO (Listing Market - NYSE Amex Network B F),24.84,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ibo,NYSE
IEC,IEC Electronics Corp.,6.385,$65.85M,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/iec,NYSE
IMH,"Impac Mortgage Holdings, Inc.",3.13,$66.3M,1997,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/imh,NYSE
IMO,Imperial Oil Limited,27.26,$21.24B,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/imo,NYSE
IOR,"Income Opportunity Realty Investors, Inc.",12.4705,$51.98M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ior,NYSE
IGC,India Globalization Capital Inc.,1.2,$47.41M,n/a,Technology,Electronic Components,https://www.nasdaq.com/symbol/igc,NYSE
INFU,"InfuSystems Holdings, Inc.",4.68,$92.21M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/infu,NYSE
IHT,InnSuites Hospitality Trust,1.47,$14.07M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/iht,NYSE
NSPR,InspireMD Inc.,3.65,$5.1M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nspr,NYSE
NSPR.WS,InspireMD Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nspr.ws,NYSE
NSPR.WS.B,InspireMD Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nspr.ws.b,NYSE
IDN,"Intellicheck, Inc.",5,$78.72M,1999,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/idn,NYSE
INS,Intelligent Systems Corporation,26.2,$231.9M,1992,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ins,NYSE
THM,International Tower Hill Mines Ltd,0.54,$101.04M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/thm,NYSE
INTT,inTest Corporation,4.8,$50.74M,1997,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/intt,NYSE
INUV,"Inuvo, Inc",0.71,$23.12M,n/a,Consumer Services,Advertising,https://www.nasdaq.com/symbol/inuv,NYSE
VKI,Invesco Advantage Municipal Income Trust II,10.86,$482.09M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vki,NYSE
ISR,"IsoRay, Inc.",0.4281,$28.83M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/isr,NYSE
ISDR,Issuer Direct Corporation,10.99,$42.36M,n/a,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/isdr,NYSE
ITP,"IT Tech Packaging, Inc.",0.8,$17.62M,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/itp,NYSE
KIQ,Kelso Technologies Inc,1.36,$63.81M,n/a,Capital Goods,Railroads,https://www.nasdaq.com/symbol/kiq,NYSE
LTS,Ladenburg Thalmann Financial Services Inc,3.5,$520.45M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/lts,NYSE
LTS^A,Ladenburg Thalmann Financial Services Inc,24.96,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lts^a,NYSE
LTSH,Ladenburg Thalmann Financial Services Inc,25.24,n/a,2019,n/a,n/a,https://www.nasdaq.com/symbol/ltsh,NYSE
LTSK,Ladenburg Thalmann Financial Services Inc,24.48,n/a,2018,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ltsk,NYSE
LTSL,Ladenburg Thalmann Financial Services Inc,23.4663,n/a,2017,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ltsl,NYSE
LTSF,Ladenburg Thalmann Financial Services Inc.,24.12,n/a,2018,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ltsf,NYSE
LGL,"LGL Group, Inc. (The)",7.97,$38.84M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lgl,NYSE
LBY,"Libbey, Inc.",1.6,$35.64M,1993,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lby,NYSE
LLEX,"Lilis Energy, Inc.",0.6856,$62.87M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/llex,NYSE
MAG,MAG Silver Corporation,11.15,$953.77M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/mag,NYSE
MHH,"Mastech Digital, Inc",4.7068,$51.78M,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/mhh,NYSE
MTNB,"Matinas Biopharma Holdings, Inc.",0.83,$118.68M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtnb,NYSE
MNI,McClatchy Company (The),2.75,$21.79M,1988,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/mni,NYSE
IPB,"Merrill Lynch & Co., Inc. 6.0518% Index Plus Trust Certificate",27.5455,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/ipb,NYSE
MXC,Mexco Energy Corporation,3.3674,$6.87M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mxc,NYSE
CCA,MFS California Insured Municipal Trust,11.92,$33.21M,1999,n/a,n/a,https://www.nasdaq.com/symbol/cca,NYSE
MICR,"Micron Solutions, Inc.",2.71,$7.78M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/micr,NYSE
MLSS,"Milestone Scientific, Inc.",0.3273,$13.36M,2015,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/mlss,NYSE
MYO,Myomo Inc.,0.8101,$13.85M,2017,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/myo,NYSE
NNVC,"NanoViricides, Inc.",0.2385,$18.3M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/nnvc,NYSE
ATEST,NASDAQ TEST STOCK,25,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/atest,NYSE
ATEST.A,NASDAQ TEST STOCK,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/atest.a,NYSE
ATEST.B,NASDAQ TEST STOCK,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/atest.b,NYSE
ATEST.C,NASDAQ TEST STOCK,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/atest.c,NYSE
NHC,National HealthCare Corporation,81.25,$1.24B,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/nhc,NYSE
NAVB,"Navidea Biopharmaceuticals, Inc.",0.68,$6.84M,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/navb,NYSE
NTIP,"Network-1 Technologies, Inc.",2.25,$53.48M,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/ntip,NYSE
NBW,Neuberger Berman California Municipal Fund Inc,13.5869,$75.42M,2002,n/a,n/a,https://www.nasdaq.com/symbol/nbw,NYSE
NHS,Neuberger Berman High Yield Strategies Fund,11.72,$229.02M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nhs,NYSE
NML,Neuberger Berman MLP and Energy Income Fund Inc.,7.4,$419.28M,2013,n/a,n/a,https://www.nasdaq.com/symbol/nml,NYSE
NBH,Neuberger Berman Municipal Fund Inc.,14.57,$273.97M,2002,n/a,n/a,https://www.nasdaq.com/symbol/nbh,NYSE
NBO,Neuberger Berman New York Municipal Fund Inc.,12.29,$62.4M,2002,n/a,n/a,https://www.nasdaq.com/symbol/nbo,NYSE
NRO,"Neuberger Berman Real Estate Securities Income Fund, Inc.",5.16,$244.69M,2003,n/a,n/a,https://www.nasdaq.com/symbol/nro,NYSE
GBR,"New Concept Energy, Inc",1.68,$8.62M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/gbr,NYSE
NEN,New England Realty Associates Limited Partnership,61.754,$227.11M,n/a,Consumer Services,Building operators,https://www.nasdaq.com/symbol/nen,NYSE
NGD,New Gold Inc.,0.7211,$417.6M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/ngd,NYSE
NXE,Nexgen Energy Ltd.,1.5,$529.71M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/nxe,NYSE
HLTH,Nobilis Health Corp.,0.1552,$12.14M,2015,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/hlth,NYSE
NAK,"Northern Dynasty Minerals, Ltd.",0.516,$178.35M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/nak,NYSE
NOG,"Northern Oil and Gas, Inc.",2.05,$790.79M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/nog,NYSE
NBY,"NovaBay Pharmaceuticals, Inc.",1.75,$33.24M,2007,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nby,NYSE
NG,Novagold Resources Inc.,4.66,$1.52B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/ng,NYSE
NRCG,NRC Group Holdings Corp.,8.84,$336.37M,2017,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/nrcg,NYSE
NRCG.WS,NRC Group Holdings Corp.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nrcg.ws,NYSE
NTN,"NTN Buzztime, Inc.",3.31,$9.53M,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/ntn,NYSE
NES,"Nuverra Environmental Solutions, Inc.",4.02,$63.15M,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/nes,NYSE
OCX,OncoCyte Corporation,4.09,$212.57M,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/ocx,NYSE
OGEN,Oragenics Inc.,0.4901,$22.61M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ogen,NYSE
PCG^A,Pacific Gas & Electric Co.,24.5234,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pcg^a,NYSE
PCG^B,Pacific Gas & Electric Co.,22.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pcg^b,NYSE
PCG^C,Pacific Gas & Electric Co.,20,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pcg^c,NYSE
PCG^D,Pacific Gas & Electric Co.,20,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pcg^d,NYSE
PCG^E,Pacific Gas & Electric Co.,19.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pcg^e,NYSE
PCG^G,Pacific Gas & Electric Co.,18.4148,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pcg^g,NYSE
PCG^H,Pacific Gas & Electric Co.,18.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pcg^h,NYSE
PCG^I,Pacific Gas & Electric Co.,18.75,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pcg^i,NYSE
PTN,"Palatin Technologies, Inc.",1.37,$278.2M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ptn,NYSE
PZG,Paramount Gold Nevada Corp.,0.751,$19.92M,2015,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/pzg,NYSE
PRK,Park National Corporation,98.39,$1.64B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/prk,NYSE
PED,Pedevco Corp.,2.1,$95.57M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ped,NYSE
PFNX,Pfenex Inc.,6.95,$218.94M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/pfnx,NYSE
HNW,Pioneer Diversified High Income Trust,14.29,$119.08M,2007,n/a,n/a,https://www.nasdaq.com/symbol/hnw,NYSE
PLAG,Planet Green Holdings Corp,4.455,$29.3M,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/plag,NYSE
PLG,Platinum Group Metals Ltd.,1.2085,$40.78M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/plg,NYSE
PLYM,"Plymouth Industrial REIT, Inc.",17.85,$94.18M,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/plym,NYSE
PLYM^A,"Plymouth Industrial REIT, Inc.",25.372,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/plym^a,NYSE
PLM,Polymet Mining Corp.,0.395,$127.28M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/plm,NYSE
PLM~,Polymet Mining Corp.,0.0037,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/plm~,NYSE
PW,Power REIT,5.8,$10.85M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/pw,NYSE
PW^A,Power REIT,25.8048,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pw^a,NYSE
PLX,"Protalix BioTherapeutics, Inc.",0.4224,$62.68M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/plx,NYSE
RLGT,"Radiant Logistics, Inc.",6.43,$318.75M,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/rlgt,NYSE
RFL,"Rafael Holdings, Inc.",21.83,$304.08M,2018,Finance,Real Estate,https://www.nasdaq.com/symbol/rfl,NYSE
UTG,Reaves Utility Income Fund,35.56,$1.73B,2004,n/a,n/a,https://www.nasdaq.com/symbol/utg,NYSE
RHE,"Regional Health Properties, Inc.",1.82,$3.07M,2017,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/rhe,NYSE
RHE^A,"Regional Health Properties, Inc.",2.81,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rhe^a,NYSE
RCG,"RENN Fund, Inc.",1.47,$8.75M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rcg,NYSE
RVP,"Retractable Technologies, Inc.",0.6672,$21.8M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/rvp,NYSE
REI,"Ring Energy, Inc.",3.28,$222.42M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rei,NYSE
RIF,RMR Real Estate Income Fund,19.11,$194.96M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rif,NYSE
SACH,Sachem Capital Corp.,5.32,$100.58M,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sach,NYSE
SNMP,Sanchez Midstream Partners LP,2.02,$36.97M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/snmp,NYSE
SAND          ,Sandstorm Gold Ltd,5.52,$985.36M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/sand,NYSE
SEB,Seaboard Corporation,4039.59,$4.72B,1996,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/seb,NYSE
SENS,"Senseonics Holdings, Inc.",2.06,$364.64M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/sens,NYSE
SVT,"Servotronics, Inc.",10.09,$26.04M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/svt,NYSE
SMTS,Sierra Metals Inc.,1.27,$207.32M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/smts,NYSE
SIF,"SIFCO Industries, Inc.",2.9999,$17.32M,n/a,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/sif,NYSE
SVM,Silvercorp Metals Inc.,2.31,$392.7M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/svm,NYSE
SILV,SilverCrest Metals Inc.,3.6,$308.86M,2018,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/silv,NYSE
XPL,Solitario Zinc Corp.,0.3384,$19.69M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/xpl,NYSE
SCE^B,Southern California Edison Company,19.95,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^b,NYSE
SCE^C,Southern California Edison Company,20.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^c,NYSE
SCE^D,Southern California Edison Company,20.71,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^d,NYSE
SCE^E,Southern California Edison Company,22.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^e,NYSE
SGB,Southwest Georgia Financial Corporation,19.9909,$50.89M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sgb,NYSE
LOV,"Spark Networks, Inc.",10.64,$138.19M,2017,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/lov,NYSE
SRCI,SRC Energy Inc.,4.52,$1.1B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/srci,NYSE
SDI,Standard Diversified Inc.,19.7,$331.25M,n/a,Consumer Non-Durables,Tobacco,https://www.nasdaq.com/symbol/sdi,NYSE
SSY,"SunLink Health Systems, Inc.",1.52,$10.62M,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/ssy,NYSE
SDPI,"Superior Drilling Products, Inc.",1.1,$27.54M,2014,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/sdpi,NYSE
SYN,"Synthetic Biologics, Inc",0.52,$8.57M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/syn,NYSE
TKAT,"Takung Art Co., Ltd.",0.75,$8.44M,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/tkat,NYSE
TALO.WS,"Talos Energy, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/talo.ws,NYSE
TRX,Tanzanian Gold Corporation,0.6937,$95.74M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/trx,NYSE
TGB,Taseko Mines Limited,0.51,$125.44M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/tgb,NYSE
TGC,"Tengasco, Inc.",0.85,$9.05M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tgc,NYSE
GLU,The Gabelli Global Utility and Income Trust,18.26,$98.04M,2004,n/a,n/a,https://www.nasdaq.com/symbol/glu,NYSE
GLU^A,The Gabelli Global Utility and Income Trust,46.03,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/glu^a,NYSE
GLU^B,The Gabelli Global Utility and Income Trust,52.67,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/glu^b,NYSE
GGO,The Gabelli Go Anywhere Trust,14.4796,$23.35M,2016,n/a,n/a,https://www.nasdaq.com/symbol/ggo,NYSE
GGO^A,The Gabelli Go Anywhere Trust,41.42,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ggo^a,NYSE
TDW.WS,Tidewater Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tdw.ws,NYSE
TMP,Tompkins Financial Corporation,80.7,$1.24B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tmp,NYSE
TAT,Transatlantic Petroleum Ltd,0.7974,$41.86M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tat,NYSE
TRXC,"TransEnterix, Inc.",1.31,$284.71M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/trxc,NYSE
TMQ,Trilogy Metals Inc.,2.83,$373.73M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/tmq,NYSE
TPHS,Trinity Place Holdings Inc.,4.15,$132.38M,n/a,Consumer Services,Building operators,https://www.nasdaq.com/symbol/tphs,NYSE
TRT,Trio-Tech International,2.92,$10.73M,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/trt,NYSE
UFAB,"Unique Fabricating, Inc.",2.91,$28.46M,2015,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/ufab,NYSE
UAMY,United States Antimony Corporation,0.565,$38.66M,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/uamy,NYSE
UUU,"Universal Security Instruments, Inc.",1.21,$2.8M,n/a,Technology,Electronic Components,https://www.nasdaq.com/symbol/uuu,NYSE
UQM,UQM Technologies Inc.,1.61,$91.07M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/uqm,NYSE
URG,Ur Energy Inc,0.9158,$146.28M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/urg,NYSE
UEC,Uranium Energy Corp.,1.3,$234.89M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/uec,NYSE
VHC,VirnetX Holding Corp,6.37,$433.82M,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/vhc,NYSE
